"","player_id","league","active","use_name","first_name","middle_name","last_name","primary_position_name","link","birth_date","birth_city","birth_state_province","birth_country","draft_year","mlb_debut_date","highest_league","birth_country2"
"732",660271,"MLB",TRUE,"Shohei","Shohei",NA,"Ohtani","Two-Way Player","/api/v1/people/660271","1994-07-05","Oshu",NA,"Japan",NA,"2018-03-29","MLB","Japan"
"733",595345,"MLB",TRUE,"Steven","Steven","Chandler","Okert","Pitcher","/api/v1/people/595345","1991-07-09","Riverside","CA","USA",2012,"2016-04-19","MLB","USA"
"734",658668,"MLB",TRUE,"Edward","Edward","Daniel","Olivares","Outfielder","/api/v1/people/658668","1996-03-06","Caracas",NA,"Venezuela",NA,"2020-07-25","MLB","Venezuela"
"735",670124,"MLB",TRUE,"Adam","Adam",NA,"Oller","Pitcher","/api/v1/people/670124","1994-10-17","Conroe","TX","USA",2016,"2022-04-12","MLB","USA"
"736",621566,"MLB",TRUE,"Matt","Matthew","Kent","Olson","First Base","/api/v1/people/621566","1994-03-29","Atlanta","GA","USA",2012,"2016-09-12","MLB","USA"
"737",661383,"MLB",TRUE,"Oliver","Oliver",NA,"Ortega","Pitcher","/api/v1/people/661383","1996-10-02","Nagua",NA,"Dominican Republic",NA,"2021-09-08","MLB","Dominican Republic"
"738",542364,"MLB",TRUE,"Rafael","Rafael","Angel","Ortega","Outfielder","/api/v1/people/542364","1991-05-15","El Tigre",NA,"Venezuela",NA,"2012-09-30","MLB","Venezuela"
"739",493603,"MLB",TRUE,"Adam","Adam","Robert","Ottavino","Pitcher","/api/v1/people/493603","1985-11-22","New York","NY","USA",2006,"2010-05-29","MLB","USA"
"740",657248,"MLB",TRUE,"Glenn","Glenn","David","Otto","Pitcher","/api/v1/people/657248","1996-03-11","Spring","TX","USA",2017,"2021-08-27","MLB","USA"
"741",656818,"MLB",TRUE,"Connor","Connor","Danford","Overton","Pitcher","/api/v1/people/656818","1993-07-24","Richmond","VA","USA",2014,"2021-08-12","MLB","USA"
"742",572008,"MLB",TRUE,"Chris","Christopher","Scott","Owings","Second Base","/api/v1/people/572008","1991-08-12","Charleston","SC","USA",2009,"2013-09-03","MLB","USA"
"743",542303,"MLB",TRUE,"Marcell","Marcell",NA,"Ozuna","Outfielder","/api/v1/people/542303","1990-11-12","Santo Domingo",NA,"Dominican Republic",NA,"2013-04-30","MLB","Dominican Republic"
"744",665506,"MLB",TRUE,"Cristian","Cristian","Rafael","Pache","Outfielder","/api/v1/people/665506","1998-11-19","Santo Domingo Centro",NA,"Dominican Republic",NA,"2020-08-21","MLB","Dominican Republic"
"745",663978,"MLB",TRUE,"Chris","Christopher","Joseph","Paddack","Pitcher","/api/v1/people/663978","1996-01-08","Austin","TX","USA",2015,"2019-03-31","MLB","USA"
"746",656821,"MLB",TRUE,"Kevin","Kevin","Michael","Padlo","Third Base","/api/v1/people/656821","1996-07-15","Murrieta","CA","USA",2014,"2021-04-06","MLB","USA"
"747",641941,"MLB",TRUE,"Emilio","Emilio","Enrique","Pagan","Pitcher","/api/v1/people/641941","1991-05-07","Simpsonville","SC","USA",2013,"2017-05-03","MLB","USA"
"748",680700,"MLB",TRUE,"Richie","Richard",NA,"Palacios","Outfield","/api/v1/people/680700","1997-05-16","Brooklyn","NY","USA",2018,"2022-04-25","MLB","USA"
"749",669467,"MLB",TRUE,"Andre","Neil","Andre","Pallante","Pitcher","/api/v1/people/669467","1998-09-18","Mission Viejo","CA","USA",2019,"2022-04-10","MLB","USA"
"750",657709,"MLB",TRUE,"Michael","Michael","John","Papierski","Catcher","/api/v1/people/657709","1996-02-26","Palos Heights","IL","USA",2017,NA,"MLB","USA"
"751",670623,"MLB",TRUE,"Isaac","Isaac","Edgardo","Paredes","Second Base","/api/v1/people/670623","1999-02-18","Hermosillo","Sonora","Mexico",NA,"2020-08-17","MLB","Mexico"
"752",660829,"MLB",TRUE,"Hoy","Hoy Jun",NA,"Park","Second Base","/api/v1/people/660829","1996-04-07","Seoul",NA,"South Korea",NA,"2021-07-16","MLB","South Korea"
"753",672715,"MLB",TRUE,"Luis","Luis","Fernando","Patino","Pitcher","/api/v1/people/672715","1999-10-26","Barranquilla",NA,"Colombia",NA,"2020-08-05","MLB","Colombia"
"754",607359,"MLB",TRUE,"Spencer","Spencer","Burdette","Patton","Pitcher","/api/v1/people/607359","1988-02-20","Urbana","IL","USA",2011,"2014-09-04","MLB","USA"
"755",606303,"MLB",TRUE,"Joel","Joel","Elias","Payamps","Pitcher","/api/v1/people/606303","1994-04-07","Santiago",NA,"Dominican Republic",NA,"2019-08-21","MLB","Dominican Republic"
"756",676840,"MLB",TRUE,"Matt","Matthew","Allen","Peacock","Pitcher","/api/v1/people/676840","1994-02-27","Saraland","AL","USA",2017,"2021-04-06","MLB","USA"
"757",592626,"MLB",TRUE,"Joc","Joc","R.","Pederson","Outfielder","/api/v1/people/592626","1992-04-21","Palo Alto","CA","USA",2010,"2014-09-01","MLB","USA"
"758",665625,"MLB",TRUE,"Elvis","Elvis","Antonio","Peguero","Pitcher","/api/v1/people/665625","1997-03-20","Cotui",NA,"Dominican Republic",NA,"2021-08-26","MLB","Dominican Republic"
"759",665161,"MLB",TRUE,"Jeremy","Jeremy","Joan","Pena","Shortstop","/api/v1/people/665161","1997-09-22","Santo Domingo",NA,"Dominican Republic",2018,"2022-04-07","MLB","Dominican Republic"
"760",686752,"MLB",TRUE,"Ryan","Ryan","Michael","Pepiot","Pitcher","/api/v1/people/686752","1997-08-21","Indianapolis","IN","USA",2019,"2022-05-11","MLB","USA"
"761",642547,"MLB",TRUE,"Freddy","Freddy",NA,"Peralta","Pitcher","/api/v1/people/642547","1996-06-04","Moca",NA,"Dominican Republic",NA,"2018-05-13","MLB","Dominican Republic"
"762",444482,"MLB",TRUE,"David","Senger","David","Peralta","Outfielder","/api/v1/people/444482","1987-08-14","Valencia",NA,"Venezuela",NA,"2014-06-01","MLB","Venezuela"
"763",593974,"MLB",TRUE,"Wandy","Wandy","Luis","Peralta","Pitcher","/api/v1/people/593974","1991-07-27","San Francisco de Macoris",NA,"Dominican Republic",NA,"2016-09-04","MLB","Dominican Republic"
"764",503449,"MLB",TRUE,"Wily","Wily",NA,"Peralta","Pitcher","/api/v1/people/503449","1989-05-08","Samana",NA,"Dominican Republic",NA,"2012-04-22","MLB","Dominican Republic"
"765",672695,"MLB",TRUE,"Geraldo","Geraldo","Rafael","Perdomo","Shortstop","/api/v1/people/672695","1999-10-22","Santo Domingo",NA,"Dominican Republic",NA,"2021-04-03","MLB","Dominican Republic"
"766",606131,"MLB",TRUE,"Luis","Luis","David","Perdomo","Pitcher","/api/v1/people/606131","1993-05-09","Santo Domingo",NA,"Dominican Republic",NA,"2016-04-04","MLB","Dominican Republic"
"767",672335,"MLB",TRUE,"Cionel","Cionel","Felix","Perez","Pitcher","/api/v1/people/672335","1996-04-21","La Habana",NA,"Cuba",NA,"2018-07-11","MLB","Cuba"
"768",660906,"MLB",TRUE,"Francisco","Francisco","Alberto","Perez","Pitcher","/api/v1/people/660906","1997-07-20","Loma de Cabrera",NA,"DOM",NA,"2021-08-12","MLB","Dominican Republic"
"769",669309,"MLB",TRUE,"Joe","Joseph",NA,"Perez","Third Base","/api/v1/people/669309","1999-08-12","Pembroke Pines","FL","USA",2017,"2022-04-08","MLB","USA"
"770",527048,"MLB",TRUE,"Martin","Martin",NA,"Perez","Pitcher","/api/v1/people/527048","1991-04-04","Guanare",NA,"Venezuela",NA,"2012-06-27","MLB","Venezuela"
"771",605421,"MLB",TRUE,"Michael","Michael",NA,"Perez","Catcher","/api/v1/people/605421","1992-08-07","Bayamon",NA,"Puerto Rico",2011,"2018-07-26","MLB","Puerto Rico"
"772",424144,"MLB",TRUE,"Oliver","Oliver",NA,"Perez","Pitcher","/api/v1/people/424144","1981-08-15","Culiacan","Sinaloa","Mexico",NA,"2002-06-16","MLB","Mexico"
"773",547379,"MLB",TRUE,"Roberto","Roberto","Andres","Perez","Catcher","/api/v1/people/547379","1988-12-23","Mayaguez",NA,"Puerto Rico",2008,"2014-07-10","MLB","Puerto Rico"
"774",521692,"MLB",TRUE,"Salvador","Salvador","Johan","Perez","Catcher","/api/v1/people/521692","1990-05-10","Valencia",NA,"Venezuela",NA,"2011-08-10","MLB","Venezuela"
"775",596071,"MLB",TRUE,"Dillon","Dillon","James","Peters","Pitcher","/api/v1/people/596071","1992-08-31","Indianapolis","IN","USA",2014,"2017-09-01","MLB","USA"
"776",656849,"MLB",TRUE,"David","David","John","Peterson","Pitcher","/api/v1/people/656849","1995-09-03","Denver","CO","USA",2017,"2020-07-28","MLB","USA"
"777",607054,"MLB",TRUE,"Jace","Jace","Ryan","Peterson","Second Base","/api/v1/people/607054","1990-05-09","Lake Charles","LA","USA",2011,"2014-04-25","MLB","USA"
"778",502054,"MLB",TRUE,"Tommy","Thomas","James","Pham","Outfielder","/api/v1/people/502054","1988-03-08","Las Vegas","NV","USA",2006,"2014-09-09","MLB","USA"
"779",475479,"MLB",TRUE,"David","David","Edward","Phelps","Pitcher","/api/v1/people/475479","1986-10-09","St. Louis","MO","USA",2008,"2012-04-08","MLB","USA"
"780",621433,"MLB",TRUE,"Brett","Brett","Maverick","Phillips","Outfielder","/api/v1/people/621433","1994-05-30","Seminole","FL","USA",2012,"2017-06-05","MLB","USA"
"781",623465,"MLB",TRUE,"Evan","Evan","John","Phillips","Pitcher","/api/v1/people/623465","1994-09-11","Salisbury","MD","USA",2015,"2018-07-03","MLB","USA"
"782",663455,"MLB",TRUE,"Konnor","Konnor","Chase","Pilkington","Pitcher","/api/v1/people/663455","1997-09-12","Pascagoula","MS","USA",2018,"2022-04-15","MLB","USA"
"783",444489,"MLB",TRUE,"Manny","Manuel","Elias","Pina","Catcher","/api/v1/people/444489","1987-06-05","Barquisimeto",NA,"Venezuela",NA,"2011-08-03","MLB","Venezuela"
"784",640461,"MLB",TRUE,"Chad","Chadwick","Hudson","Pinder","Outfielder","/api/v1/people/640461","1992-03-29","Richmond","VA","USA",2013,"2016-08-20","MLB","USA"
"785",501381,"MLB",TRUE,"Michael","Michael","Francisco","Pineda","Pitcher","/api/v1/people/501381","1989-01-18","Yaguate",NA,"Dominican Republic",NA,"2011-04-05","MLB","Dominican Republic"
"786",650907,"MLB",TRUE,"Rene","Rene","Rafael","Pinto","Catcher","/api/v1/people/650907","1996-11-02","Maracay",NA,"Venezuela",NA,"2022-04-26","MLB","Venezuela"
"787",572039,"MLB",TRUE,"Stephen","Stephen","Edward","Piscotty","Outfielder","/api/v1/people/572039","1991-01-14","Pleasanton","CA","USA",2012,"2015-07-21","MLB","USA"
"788",601713,"MLB",TRUE,"Nick","Nicholas","Johncarlo","Pivetta","Pitcher","/api/v1/people/601713","1993-02-14","Victoria","BC","Canada",2013,"2017-04-30","MLB","Canada"
"789",608700,"MLB",TRUE,"Kevin","Kevin","Jeffrey","Plawecki","Catcher","/api/v1/people/608700","1991-02-26","Hinsdale","IL","USA",2012,"2015-04-21","MLB","USA"
"790",668676,"MLB",TRUE,"Zach","Zach","Robert","Plesac","Pitcher","/api/v1/people/668676","1995-01-21","Crown Point","IN","USA",2016,"2019-05-28","MLB","USA"
"791",663911,"MLB",TRUE,"Nick","Nicholas","Raymond","Plummer","Outfield","/api/v1/people/663911","1996-07-31","Lathrup Village","MI","USA",2015,"2022-04-15","MLB","USA"
"792",621363,"MLB",TRUE,"Colin","Colin","Michael","Poche","Pitcher","/api/v1/people/621363","1994-01-17","Columbus","OH","USA",2016,"2019-06-08","MLB","USA"
"793",593871,"MLB",TRUE,"Jorge","Jorge","Luis","Polanco","Second Base","/api/v1/people/593871","1993-07-05","San Pedro de Macoris",NA,"Dominican Republic",NA,"2014-06-26","MLB","Dominican Republic"
"794",572041,"MLB",TRUE,"AJ","Allen","Lorenz","Pollock","Outfielder","/api/v1/people/572041","1987-12-05","Hebron","CT","USA",2009,"2012-04-18","MLB","USA"
"795",647315,"MLB",TRUE,"Zach","Zachery","M.","Pop","Pitcher","/api/v1/people/647315","1996-09-20","Brampton","ON","Canada",2017,"2021-04-03","MLB","Canada"
"796",664092,"MLB",TRUE,"Sean","Sean","Russell","Poppen","Pitcher","/api/v1/people/664092","1994-03-15","Virginia Beach","VA","USA",2016,"2019-06-19","MLB","USA"
"797",547001,"MLB",TRUE,"Cody","Cody","Austin","Poteet","Pitcher","/api/v1/people/547001","1994-07-30","San Diego","CA","USA",2015,"2021-05-12","MLB","USA"
"798",519151,"MLB",TRUE,"Ryan","Thomas","Ryan","Pressly","Pitcher","/api/v1/people/519151","1988-12-15","Dallas","TX","USA",2007,"2013-04-04","MLB","USA"
"799",456034,"MLB",TRUE,"David","David","Taylor","Price","Pitcher","/api/v1/people/456034","1985-08-26","Murfreesboro","TN","USA",2007,"2008-09-14","MLB","USA"
"800",595777,"MLB",TRUE,"Jurickson","Jurickson","Barthelomeus","Profar","Outfielder","/api/v1/people/595777","1993-02-20","Willemstad",NA,"Curacao",NA,"2012-09-02","MLB","Curacao"
"801",405395,"MLB",TRUE,"Albert","Jose","Alberto","Pujols","First Base","/api/v1/people/405395","1980-01-16","Santo Domingo",NA,"Dominican Republic",1999,"2001-04-02","MLB","Dominican Republic"
"802",640462,"MLB",TRUE,"A.J.","Andrew","Jacob","Puk","Pitcher","/api/v1/people/640462","1995-04-25","Minneapolis","MN","USA",2016,"2019-08-21","MLB","USA"
"803",615698,"MLB",TRUE,"Cal","Cal","Paul","Quantrill","Pitcher","/api/v1/people/615698","1995-02-10","Port Hope","ON","Canada",2016,"2019-05-01","MLB","Canada"
"804",650671,"MLB",TRUE,"Jose","Jose","Gregorio","Quijada","Pitcher","/api/v1/people/650671","1995-11-09","Caripito",NA,"Venezuela",NA,"2019-04-24","MLB","Venezuela"
"805",596451,"MLB",TRUE,"Roman","Roman","Tredarian","Quinn","Outfield","/api/v1/people/596451","1993-05-14","Port St Joe","FL","USA",2011,"2016-09-11","MLB","USA"
"806",500779,"MLB",TRUE,"Jose","Jose","Guillermo","Quintana","Pitcher","/api/v1/people/500779","1989-01-24","Arjona",NA,"Colombia",NA,"2012-05-07","MLB","Colombia"
"807",663432,"MLB",TRUE,"Tanner","Tanner","Scott","Rainey","Pitcher","/api/v1/people/663432","1992-12-25","Folsom","LA","USA",2015,"2018-04-10","MLB","USA"
"808",663728,"MLB",TRUE,"Cal","Caleb","John","Raleigh","Catcher","/api/v1/people/663728","1996-11-26","Cullowhee","NC","USA",2018,"2021-07-11","MLB","USA"
"809",548384,"MLB",TRUE,"Brooks","Brooks","Lee","Raley","Pitcher","/api/v1/people/548384","1988-06-29","San Antonio","TX","USA",2009,"2012-08-07","MLB","USA"
"810",541640,"MLB",TRUE,"Erasmo","Erasmo","Jose","Ramirez","Pitcher","/api/v1/people/541640","1990-05-02","Rivas",NA,"NCA",NA,"2012-04-09","MLB","Nicaragua"
"811",623912,"MLB",TRUE,"Harold","Harold","Andres","Ramirez","Outfielder","/api/v1/people/623912","1994-09-06","Cartagena",NA,"Colombia",NA,"2019-05-11","MLB","Colombia"
"812",608070,"MLB",TRUE,"Jose","Jose","Enrique","Ramirez","Third Base","/api/v1/people/608070","1992-09-17","Bani",NA,"Dominican Republic",NA,"2013-09-01","MLB","Dominican Republic"
"813",598287,"MLB",TRUE,"Noe","Noe",NA,"Ramirez","Pitcher","/api/v1/people/598287","1989-12-22","Los Angeles","CA","USA",2011,"2015-07-03","MLB","USA"
"814",670990,"MLB",TRUE,"Yohan","Yohan","Manuel","Ramirez","Pitcher","/api/v1/people/670990","1995-05-06","Villa Mella",NA,"Dominican Republic",NA,"2020-07-24","MLB","Dominican Republic"
"815",671218,"MLB",TRUE,"Heliot","Heliot","Lemuel","Ramos","Outfielder","/api/v1/people/671218","1999-09-07","Humacao",NA,"Puerto Rico",2017,"2022-04-10","MLB","Puerto Rico"
"816",656876,"MLB",TRUE,"Drew","Drew","Thomas","Rasmussen","Pitcher","/api/v1/people/656876","1995-07-27","Puyallup","WA","USA",2018,"2020-08-19","MLB","USA"
"817",592662,"MLB",TRUE,"Robbie","Robert","Glenn","Ray","Pitcher","/api/v1/people/592662","1991-10-01","Brentwood","TN","USA",2010,"2014-05-06","MLB","USA"
"818",592663,"MLB",TRUE,"J.T.","Jacob","Tyler","Realmuto","Catcher","/api/v1/people/592663","1991-03-18","Del City","OK","USA",2010,"2014-06-05","MLB","USA"
"819",596082,"MLB",TRUE,"Jake","Jacob","Hubert","Reed","Pitcher","/api/v1/people/596082","1992-09-29","Tucson","AZ","USA",2014,"2021-07-06","MLB","USA"
"820",608701,"MLB",TRUE,"Rob","Robert","Daniel","Refsnyder","Outfield","/api/v1/people/608701","1991-03-26","Seoul",NA,"South Korea",2012,"2015-07-11","MLB","South Korea"
"821",656887,"MLB",TRUE,"Sean","Sean","Ian","Reid-Foley","Pitcher","/api/v1/people/656887","1995-08-30","Agana Heights","GU","USA",2014,"2018-08-13","MLB","USA"
"822",676646,"MLB",TRUE,"Zach","Zach","Joseph","Reks","Outfielder","/api/v1/people/676646","1993-11-12","Chicago","IL","USA",2017,"2021-06-21","MLB","USA"
"823",543685,"MLB",TRUE,"Anthony","Anthony","Michael","Rendon","Third Base","/api/v1/people/543685","1990-06-06","Houston","TX","USA",2011,"2013-04-21","MLB","USA"
"824",592669,"MLB",TRUE,"Hunter","Dustin","Hunter","Renfroe","Outfielder","/api/v1/people/592669","1992-01-28","Crystal Springs","MS","USA",2013,"2016-09-21","MLB","USA"
"825",650859,"MLB",TRUE,"Luis","Luis","Jose","Rengifo","Shortstop","/api/v1/people/650859","1997-02-26","Naguanagua",NA,"Venezuela",NA,"2019-04-25","MLB","Venezuela"
"826",660593,"MLB",TRUE,"Denyi","Denyi",NA,"Reyes","Pitcher","/api/v1/people/660593","1996-11-02","San Cristobal",NA,"Dominican Republic",NA,"2022-05-13","MLB","Dominican Republic"
"827",614177,"MLB",TRUE,"Franmil","Franmil","Federico","Reyes","Outfielder","/api/v1/people/614177","1995-07-07","Palenque",NA,"Dominican Republic",NA,"2018-05-14","MLB","Dominican Republic"
"828",622682,"MLB",TRUE,"Victor","Victor","Jose","Reyes","Outfielder","/api/v1/people/622682","1994-10-05","Barcelona",NA,"Venezuela",NA,"2018-04-01","MLB","Venezuela"
"829",668804,"MLB",TRUE,"Bryan","Bryan","Patrick","Reynolds","Outfielder","/api/v1/people/668804","1995-01-27","Baltimore","MD","USA",2016,"2019-04-20","MLB","USA"
"830",608703,"MLB",TRUE,"Matt","Matthew","William","Reynolds","Shortstop","/api/v1/people/608703","1990-12-03","Tulsa","OK","USA",2012,"2016-05-17","MLB","USA"
"831",572070,"MLB",TRUE,"Garrett","Garrett","Thomas","Richards","Pitcher","/api/v1/people/572070","1988-05-27","Riverside","CA","USA",2009,"2011-08-10","MLB","USA"
"832",670950,"MLB",TRUE,"Trevor","Trevor","Michael","Richards","Pitcher","/api/v1/people/670950","1993-05-15","Aviston","IL","USA",NA,"2018-04-02","MLB","USA"
"833",595375,"MLB",TRUE,"JT","Joshua","Travis","Riddle","Shortstop","/api/v1/people/595375","1991-10-12","Frankfort","KY","USA",2013,"2017-04-11","MLB","USA"
"834",663586,"MLB",TRUE,"Austin","Michael","Austin","Riley","Third Base","/api/v1/people/663586","1997-04-02","Memphis","TN","USA",2015,"2019-05-15","MLB","USA"
"835",621458,"MLB",TRUE,"Edwin","Edwin","Gabriel","Rios","First Base","/api/v1/people/621458","1994-04-21","Caguas",NA,"MEX",2015,"2019-06-27","MLB","Mexico"
"836",663845,"MLB",TRUE,"Alfonso","Alfonso",NA,"Rivas","First Base","/api/v1/people/663845","1996-09-13","Chula Vista","CA","USA",2018,"2021-08-29","MLB","USA"
"837",656896,"MLB",TRUE,"Emmanuel","Emmanuel","Miguel","Rivera","Third Base","/api/v1/people/656896","1996-06-29","Mayaguez",NA,"Puerto Rico",2015,"2021-06-28","MLB","Puerto Rico"
"838",665861,"MLB",TRUE,"Sebastian","Sebastian",NA,"Rivero","Catcher","/api/v1/people/665861","1998-11-16","Maracay",NA,"Venezuela",NA,"2021-05-08","MLB","Venezuela"
"839",519203,"MLB",TRUE,"Anthony","Anthony","Vincent","Rizzo","First Base","/api/v1/people/519203","1989-08-08","Parkland","FL","USA",2007,"2011-06-09","MLB","USA"
"840",673357,"MLB",TRUE,"Luis","Luis",NA,"Robert","Outfielder","/api/v1/people/673357","1997-08-03","Guantanamo",NA,"Cuba",NA,"2020-07-24","MLB","Cuba"
"841",681799,"MLB",TRUE,"Ethan","Ethan","Michael","Roberts","Pitcher","/api/v1/people/681799","1997-07-04","Sparta","TN","USA",2018,"2022-04-09","MLB","USA"
"842",502085,"MLB",TRUE,"David","David","Alan","Robertson","Pitcher","/api/v1/people/502085","1985-04-09","Birmingham","AL","USA",2006,"2008-06-29","MLB","USA"
"843",670298,"MLB",TRUE,"Kramer","Kramer","Reid","Robertson","Second Base","/api/v1/people/670298","1994-09-20","Waco","TX","USA",2017,"2022-05-10","MLB","USA"
"844",570663,"MLB",TRUE,"Hansel","Hansel","Manuel","Robles","Pitcher","/api/v1/people/570663","1990-08-13","Bonao",NA,"Dominican Republic",NA,"2015-04-24","MLB","Dominican Republic"
"845",645302,"MLB",TRUE,"Victor","Victor","Enrique","Robles","Outfielder","/api/v1/people/645302","1997-05-19","Santo Domingo Este",NA,"DOM",NA,"2017-09-07","MLB","Dominican Republic"
"846",663898,"MLB",TRUE,"Brendan","Brendan","Austin","Rodgers","Second Base","/api/v1/people/663898","1996-08-09","Winter Park","FL","USA",2015,"2019-05-17","MLB","USA"
"847",607074,"MLB",TRUE,"Carlos","Carlos","Antonio","Rodon","Pitcher","/api/v1/people/607074","1992-12-10","Miami","FL","USA",2014,"2015-04-21","MLB","USA"
"848",593958,"MLB",TRUE,"Eduardo","Eduardo","Jose","Rodriguez","Pitcher","/api/v1/people/593958","1993-04-07","Valencia",NA,"Venezuela",NA,"2015-05-28","MLB","Venezuela"
"849",660730,"MLB",TRUE,"Elvin","Elvin","Miguel","Rodriguez","Pitcher","/api/v1/people/660730","1998-03-31","San Cristobal",NA,"Dominican Republic",NA,"2022-04-10","MLB","Dominican Republic"
"850",605446,"MLB",TRUE,"Dereck","Ivan","Dereck","Rodriguez","Pitcher","/api/v1/people/605446","1992-06-05","Arlington","TX","USA",2011,"2018-05-29","MLB","USA"
"851",570257,"MLB",TRUE,"Joely","Joely",NA,"Rodriguez","Pitcher","/api/v1/people/570257","1991-11-14","Santo Domingo",NA,"Dominican Republic",NA,"2016-09-11","MLB","Dominican Republic"
"852",677594,"MLB",TRUE,"Julio","Julio","Yarnel","Rodriguez","Outfielder","/api/v1/people/677594","2000-12-29","Loma de Cabrera",NA,"Dominican Republic",NA,"2022-04-08","MLB","Dominican Republic"
"853",642028,"MLB",TRUE,"Josh","Joshua","Cole","Rogers","Pitcher","/api/v1/people/642028","1994-07-10","New Albany","IN","USA",2015,"2018-08-28","MLB","USA"
"854",573124,"MLB",TRUE,"Taylor","Taylor","Allen","Rogers","Pitcher","/api/v1/people/573124","1990-12-17","Denver","CO","USA",2012,"2016-04-14","MLB","USA"
"855",669432,"MLB",TRUE,"Trevor","Trevor","J'Daniel","Rogers","Pitcher","/api/v1/people/669432","1997-11-13","Carlsbad","NM","USA",2017,"2020-08-25","MLB","USA"
"856",643511,"MLB",TRUE,"Tyler","Tyler","Scott","Rogers","Pitcher","/api/v1/people/643511","1990-12-17","Littleton","CO","USA",2013,"2019-08-27","MLB","USA"
"857",670351,"MLB",TRUE,"Jose","Jose",NA,"Rojas","Third Base","/api/v1/people/670351","1993-02-24","Anaheim","CA","USA",2016,"2021-04-02","MLB","USA"
"858",668942,"MLB",TRUE,"Josh","Joshua","Luke","Rojas","Outfielder","/api/v1/people/668942","1994-06-30","Litchfield Park","AZ","USA",2017,"2019-08-12","MLB","USA"
"859",500743,"MLB",TRUE,"Miguel","Miguel","Elias","Rojas","Shortstop","/api/v1/people/500743","1989-02-24","Los Teques",NA,"Venezuela",NA,"2014-06-06","MLB","Venezuela"
"860",605447,"MLB",TRUE,"Jordan","Jordan","Robert","Romano","Pitcher","/api/v1/people/605447","1993-04-21","Markham","ON","Canada",2014,"2019-06-12","MLB","Canada"
"861",664584,"MLB",TRUE,"Jhon","Jhon","Jairo","Romero","Pitcher","/api/v1/people/664584","1995-01-17","Cartagena",NA,"Colombia",NA,"2021-09-24","MLB","Colombia"
"862",676720,"MLB",TRUE,"Tommy","Tommy",NA,"Romero","Pitcher","/api/v1/people/676720","1997-07-08","Fort Lauderdale","FL","USA",2017,"2022-04-12","MLB","USA"
"863",519222,"MLB",TRUE,"Austin","Austin","Allen","Romine","Catcher","/api/v1/people/519222","1988-11-22","Lake Forest","CA","USA",2007,"2011-09-11","MLB","USA"
"864",489265,"MLB",TRUE,"Sergio","Sergio","Francisco","Romo","Pitcher","/api/v1/people/489265","1983-03-04","Brawley","CA","USA",2005,"2008-06-26","MLB","USA"
"865",667373,"MLB",TRUE,"Angel","Angel","Miguel","Rondon","Pitcher","/api/v1/people/667373","1997-12-01","Higuey",NA,"Dominican Republic",NA,"2021-06-06","MLB","Dominican Republic"
"866",592696,"MLB",TRUE,"Eddie","Eddie","Manuel","Rosario","Outfielder","/api/v1/people/592696","1991-09-28","Guayama",NA,"Puerto Rico",2010,"2015-05-06","MLB","Puerto Rico"
"867",642708,"MLB",TRUE,"Amed","German","Amed","Rosario","Shortstop","/api/v1/people/642708","1995-11-20","Santo Domingo Centro",NA,"Dominican Republic",NA,"2017-08-01","MLB","Dominican Republic"
"868",670046,"MLB",TRUE,"Kenny","Kenneth",NA,"Rosenberg","Pitcher","/api/v1/people/670046","1995-07-09","Mill Valley","CA","USA",2016,"2022-04-18","MLB","USA"
"869",621074,"MLB",TRUE,"Michael","Michael","Patrick","Rucker","Pitcher","/api/v1/people/621074","1994-04-27","Columbus","MS","USA",2016,"2021-07-30","MLB","USA"
"870",573131,"MLB",TRUE,"Darin","Darin","Cortland","Ruf","Outfielder","/api/v1/people/573131","1986-07-28","Omaha","NE","USA",2009,"2012-09-14","MLB","USA"
"871",614179,"MLB",TRUE,"Jose","Jose","Rafael","Ruiz","Pitcher","/api/v1/people/614179","1994-10-21","Guacara",NA,"Venezuela",NA,"2017-07-24","MLB","Venezuela"
"872",660688,"MLB",TRUE,"Keibert","Keibert","Jose","Ruiz","Catcher","/api/v1/people/660688","1998-07-20","Valencia",NA,"VEN",NA,"2020-08-16","MLB","Venezuela"
"873",668939,"MLB",TRUE,"Adley","Adley","Stan","Rutschman","Catcher","/api/v1/people/668939","1998-02-06","Portland","OR","USA",2019,NA,"MLB","USA"
"874",657746,"MLB",TRUE,"Joe","Joseph","Philip","Ryan","Pitcher","/api/v1/people/657746","1996-06-05","San Francisco","CA","USA",2018,"2021-09-01","MLB","USA"
"875",547943,"MLB",TRUE,"Hyun Jin","Hyun Jin",NA,"Ryu","Pitcher","/api/v1/people/547943","1987-03-25","Incheon",NA,"Republic of Korea",NA,"2013-04-02","MLB","South Korea"
"876",592716,"MLB",TRUE,"Adrian","Adrian","David","Sampson","Pitcher","/api/v1/people/592716","1991-10-07","Redmond","WA","USA",2012,"2016-06-18","MLB","USA"
"877",592717,"MLB",TRUE,"Aaron","Aaron","Jacob","Sanchez","Pitcher","/api/v1/people/592717","1992-07-01","Barstow","CA","USA",2010,"2014-07-23","MLB","USA"
"878",650911,"MLB",TRUE,"Cristopher","Cristopher","Alexis","Sanchez","Pitcher","/api/v1/people/650911","1996-12-12","La Romana",NA,"Dominican Republic",NA,"2021-06-06","MLB","Dominican Republic"
"879",596142,"MLB",TRUE,"Gary","Gary",NA,"Sanchez","Catcher","/api/v1/people/596142","1992-12-02","Santo Domingo",NA,"Dominican Republic",NA,"2015-10-03","MLB","Dominican Republic"
